"","Clade","ERR1971003","ERR1971004","ERR1971005","ERR1971006","ERR1971007","ERR1971008","ERR1971009","ERR1971010","ERR1971011","ERR1971012","ERR1971013","ERR1971014","ERR1971015","ERR1971016","ERR1971017","ERR1971018","ERR1971019","ERR1971020","ERR1971021","ERR1971022","ERR1971023","ERR1971024","ERR1971025","ERR1971026","ERR1971027","ERR1971028","ERR1971029","ERR1971030","ERR1971031"
"84","k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Micrococcaceae|g__Kocuria|s__Kocuria_atrinae",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7e-05,0,0,0,0,0,0
"85","k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Micrococcaceae|g__Kocuria|s__Kocuria_atrinae|t__GCF_000286355",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7e-05,0,0,0,0,0,0
"86","k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Micrococcaceae|g__Kocuria|s__Kocuria_rhizophila",0,0,0,0,0,0,0,0.00041,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"87","k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Micrococcaceae|g__Kocuria|s__Kocuria_rhizophila|t__Kocuria_rhizophila_unclassified",0,0,0,0,0,0,0,0.00041,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"88","k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Micrococcaceae|g__Micrococcus",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7e-05,0,0,0,0,0,0,0
"89","k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Micrococcaceae|g__Micrococcus|s__Micrococcus_luteus",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7e-05,0,0,0,0,0,0,0
"90","k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Micrococcaceae|g__Micrococcus|s__Micrococcus_luteus|t__Micrococcus_luteus_unclassified",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7e-05,0,0,0,0,0,0,0
"91","k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Micrococcaceae|g__Rothia",0.0041,0.0016,0.00154,0.00184,0.00119,0.00167,0.00069,0.00032,0.00506,0.01185,0,0.00167,0.00324,0.00353,3e-04,0.00231,0,0.00047,0.00019,0,0.00239,0.00036,0.00046,0.00062,0.00222,0.00032,0.00103,0.00075,0
"92","k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Micrococcaceae|g__Rothia|s__Rothia_aeria",0.00013,0,0.00036,0.00015,0.00016,0.00018,0,0,0,0,0,0,0,0.00048,0,0.00019,0,0,0,0,0,0,0,5e-05,0.00015,0,0.00011,7e-05,0
"93","k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Micrococcaceae|g__Rothia|s__Rothia_aeria|t__Rothia_aeria_unclassified",0.00013,0,0.00036,0.00015,0.00016,0.00018,0,0,0,0,0,0,0,0.00048,0,0.00019,0,0,0,0,0,0,0,5e-05,0.00015,0,0.00011,7e-05,0
"94","k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Micrococcaceae|g__Rothia|s__Rothia_dentocariosa",0.0014,0.00045,0.00015,0.00127,0,0.00029,0.00015,0.00016,0.00364,0.00073,0,8e-04,0.00036,0.00027,0.00013,8e-05,0,0,1e-04,0,7e-04,9e-05,0.00011,0.00018,0.00069,9e-05,0.00025,0.00016,0
"95","k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Micrococcaceae|g__Rothia|s__Rothia_dentocariosa|t__Rothia_dentocariosa_unclassified",0.0014,0.00045,0.00015,0.00127,0,0.00029,0.00015,0.00016,0.00364,0.00073,0,8e-04,0.00036,0.00027,0.00013,8e-05,0,0,1e-04,0,7e-04,9e-05,0.00011,0.00018,0.00069,9e-05,0.00025,0.00016,0
"96","k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Micrococcaceae|g__Rothia|s__Rothia_mucilaginosa",0.00072,0.00115,0.00102,0.00042,0.00103,0.00028,5e-04,0.00016,0.00142,0.01112,0,0.00086,0.00289,0.00277,0.00017,0.00204,0,0.00047,9e-05,0,0.00113,0.00027,0.00035,0.00038,0.00138,0.00022,0.00068,0.00052,0
"97","k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Micrococcaceae|g__Rothia|s__Rothia_mucilaginosa|t__Rothia_mucilaginosa_unclassified",0.00072,0.00115,0.00102,0.00042,0.00103,0.00028,5e-04,0.00016,0.00142,0.01112,0,0.00086,0.00289,0.00277,0.00017,0.00204,0,0.00047,9e-05,0,0.00113,0.00027,0.00035,0.00038,0.00138,0.00022,0.00068,0.00052,0
"98","k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Micrococcaceae|g__Rothia|s__Rothia_unclassified",0.00185,0,0,0,0,0.00092,5e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00056,0,0,0,0,0,0,0,0
"99","k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Nocardiaceae",0,0,0,8e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"100","k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Nocardiaceae|g__Rhodococcus",0,0,0,8e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"101","k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Nocardiaceae|g__Rhodococcus|s__Rhodococcus_erythropolis",0,0,0,8e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"102","k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Nocardiaceae|g__Rhodococcus|s__Rhodococcus_erythropolis|t__Rhodococcus_erythropolis_unclassified",0,0,0,8e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"103","k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Propionibacteriaceae",0.00553,0,0.00168,0.00087,0.00084,0.00242,0,0.00022,0.00041,0.00426,0,0.00087,0,0.00043,0.00026,0.00067,0,0,0.00024,1e-04,0.00075,0,0,0.00056,0.00026,0.00032,4e-05,0,0.00115
"104","k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Propionibacteriaceae|g__Propionibacteriaceae_unclassified",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00115
"105","k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Propionibacteriaceae|g__Propionibacterium",0.00553,0,0.00168,0.00087,0.00084,0.00242,0,0.00022,0.00041,0.00426,0,0.00087,0,0.00043,0.00026,0.00067,0,0,0.00024,1e-04,0.00075,0,0,0.00056,0.00026,0.00032,4e-05,0,0
"106","k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Propionibacteriaceae|g__Propionibacterium|s__Propionibacterium_acidipropionici",0,0,0.00049,0,0.00043,0,0,0,0,0,0,0,0,0.00043,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"107","k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Propionibacteriaceae|g__Propionibacterium|s__Propionibacterium_acidipropionici|t__GCF_000310065",0,0,0.00049,0,0.00043,0,0,0,0,0,0,0,0,0.00043,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"108","k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Propionibacteriaceae|g__Propionibacterium|s__Propionibacterium_acnes",0,0,0.00099,0,0.00022,0,0,0,0,2e-04,0,0,0,0,0.00014,0.00013,0,0,0,1e-04,0,0,0,7e-05,0,0,0,0,0
"109","k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Propionibacteriaceae|g__Propionibacterium|s__Propionibacterium_acnes|t__Propionibacterium_acnes_unclassified",0,0,0.00099,0,0.00022,0,0,0,0,2e-04,0,0,0,0,0.00014,0.00013,0,0,0,1e-04,0,0,0,7e-05,0,0,0,0,0
"110","k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Propionibacteriaceae|g__Propionibacterium|s__Propionibacterium_avidum",0.00524,0,0.00021,0,0,0,0,0,0,0.00033,0,0.00061,0,0,0,0,0,0,0,0,0.00075,0,0,0,0,0,0,0,0
"111","k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Propionibacteriaceae|g__Propionibacterium|s__Propionibacterium_avidum|t__Propionibacterium_avidum_unclassified",0.00524,0,0.00021,0,0,0,0,0,0,0.00033,0,0.00061,0,0,0,0,0,0,0,0,0.00075,0,0,0,0,0,0,0,0
"112","k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Propionibacteriaceae|g__Propionibacterium|s__Propionibacterium_freudenreichii",0,0,0,0,0,0,0,0,0,0.00357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"113","k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Propionibacteriaceae|g__Propionibacterium|s__Propionibacterium_freudenreichii|t__GCF_000091725",0,0,0,0,0,0,0,0,0,0.00357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"114","k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Propionibacteriaceae|g__Propionibacterium|s__Propionibacterium_granulosum",0,0,0,0,0,0,0,0,0,0,0,0.00012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"115","k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Propionibacteriaceae|g__Propionibacterium|s__Propionibacterium_granulosum|t__Propionibacterium_granulosum_unclassified",0,0,0,0,0,0,0,0,0,0,0,0.00012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"116","k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Propionibacteriaceae|g__Propionibacterium|s__Propionibacterium_humerusii",0,0,0,0,0,0,0,0,0.00041,0,0,0,0,0,0,0,0,0,0.00024,0,0,0,0,0,0,0,0,0,0
"117","k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Propionibacteriaceae|g__Propionibacterium|s__Propionibacterium_humerusii|t__GCF_000204235",0,0,0,0,0,0,0,0,0.00041,0,0,0,0,0,0,0,0,0,0.00024,0,0,0,0,0,0,0,0,0,0
"118","k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Propionibacteriaceae|g__Propionibacterium|s__Propionibacterium_propionicum",3e-04,0,0,0.00087,0.00019,0.00242,0,0.00022,0,0.00017,0,0.00014,0,0,0.00012,0.00054,0,0,0,0,0,0,0,0.00049,0.00026,0.00032,4e-05,0,0
"119","k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Propionibacteriaceae|g__Propionibacterium|s__Propionibacterium_propionicum|t__GCF_000277715",3e-04,0,0,0.00087,0.00019,0.00242,0,0.00022,0,0.00017,0,0.00014,0,0,0.00012,0.00054,0,0,0,0,0,0,0,0.00049,0.00026,0.00032,4e-05,0,0
"120","k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Streptomycetaceae",0,0,0,0,0.00023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"121","k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Streptomycetaceae|g__Streptomyces",0,0,0,0,0.00023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"122","k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Streptomycetaceae|g__Streptomyces|s__Streptomyces_pristinaespiralis",0,0,0,0,0.00023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"123","k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Streptomycetaceae|g__Streptomyces|s__Streptomyces_pristinaespiralis|t__GCF_000154945",0,0,0,0,0.00023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"124","k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Bifidobacteriales",7.53378,9.80596,8.08441,11.19427,3.67052,22.63778,0.05104,0.57639,2.68784,6.00864,0.00372,0.93614,0.63876,1.08098,1.11965,0.27904,0.72808,0.01686,0.07727,0.00139,1.73221,0.62035,0.5722,2.27213,0.92917,1.93506,0.01008,0.13589,0.00116
"125","k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Bifidobacteriales|f__Bifidobacteriaceae",7.53378,9.80596,8.08441,11.19427,3.67052,22.63778,0.05104,0.57639,2.68784,6.00864,0.00372,0.93614,0.63876,1.08098,1.11965,0.27904,0.72808,0.01686,0.07727,0.00139,1.73221,0.62035,0.5722,2.27213,0.92917,1.93506,0.01008,0.13589,0.00116
"126","k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Bifidobacteriales|f__Bifidobacteriaceae|g__Alloscardovia",0.00203,0.00016,0,0.00126,0.00127,0,8e-05,0.00102,0.00138,0.00013,0,0.00016,9e-05,0,5e-04,0.00025,0,0.00015,0.00015,0,0.00022,0,0,0.00014,0.00013,0,3e-05,9e-05,0
"127","k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Bifidobacteriales|f__Bifidobacteriaceae|g__Alloscardovia|s__Alloscardovia_omnicolens",0.00203,0.00016,0,0.00126,0.00127,0,8e-05,0.00102,0.00138,0.00013,0,0.00016,9e-05,0,5e-04,0.00025,0,0.00015,0.00015,0,0.00022,0,0,0.00014,0.00013,0,3e-05,9e-05,0
"128","k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Bifidobacteriales|f__Bifidobacteriaceae|g__Alloscardovia|s__Alloscardovia_omnicolens|t__Alloscardovia_omnicolens_unclassified",0.00203,0.00016,0,0.00126,0.00127,0,8e-05,0.00102,0.00138,0.00013,0,0.00016,9e-05,0,5e-04,0.00025,0,0.00015,0.00015,0,0.00022,0,0,0.00014,0.00013,0,3e-05,9e-05,0
"129","k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Bifidobacteriales|f__Bifidobacteriaceae|g__Bifidobacterium",7.52986,9.79117,8.08342,11.19258,3.66892,22.63616,0.05079,0.57057,2.68584,6.00736,0.00372,0.93592,0.63819,1.08098,1.11908,0.27862,0.728,0.01657,0.07673,0.00139,1.73166,0.62011,0.57215,2.27199,0.92874,1.93482,0.00999,0.13563,0.00114
"130","k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Bifidobacteriales|f__Bifidobacteriaceae|g__Bifidobacterium|s__Bifidobacterium_adolescentis",1.93146,0.83808,4.37606,5.19302,1.46959,11.67389,0.04005,0.1125,0.0031,2.74231,0.00157,0.19439,0.06943,0.57228,0.31775,0.07607,0.33227,0.00719,0.02406,0.00058,0.47569,0.03951,0.29326,0.9281,0.2124,0.69741,0.00686,0.03894,0.00033
"131","k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Bifidobacteriales|f__Bifidobacteriaceae|g__Bifidobacterium|s__Bifidobacterium_adolescentis|t__Bifidobacterium_adolescentis_unclassified",1.93146,0.83808,4.37606,2.75999,1.46959,11.67389,0.04005,0.1125,0.0031,2.74231,0.00157,0.19439,0.06943,0.57228,0.31775,0.07607,0.33227,0.00719,0.02406,0.00058,0.47569,0.03951,0.29326,0.4234,0.2124,0.69741,0.00686,0.03894,0.00033
"132","k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Bifidobacteriales|f__Bifidobacteriaceae|g__Bifidobacterium|s__Bifidobacterium_adolescentis|t__GCF_000154085",0,0,0,2.43302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5047,0,0,0,0,0
"133","k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Bifidobacteriales|f__Bifidobacteriaceae|g__Bifidobacterium|s__Bifidobacterium_angulatum",0.03334,0.0017,0.00149,0.00606,0.02259,0.24944,0.00024,0.00132,0.00013,0.00039,0,0.00245,0,0.00011,5e-04,0.00205,0.00648,0,0,0,0.00679,8e-05,6e-05,0.00036,0.00437,0.02919,5e-05,0.00013,8e-05
"134","k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Bifidobacteriales|f__Bifidobacteriaceae|g__Bifidobacterium|s__Bifidobacterium_angulatum|t__GCF_000156635",0.03334,0.0017,0.00149,0.00606,0.02259,0.24944,0.00024,0.00132,0.00013,0.00039,0,0.00245,0,0.00011,5e-04,0.00205,0.00648,0,0,0,0.00679,8e-05,6e-05,0.00036,0.00437,0.02919,5e-05,0.00013,8e-05
"135","k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Bifidobacteriales|f__Bifidobacteriaceae|g__Bifidobacterium|s__Bifidobacterium_animalis",0,0.00051,0,0,0,0.00851,0,0,0.07427,0,0,0,0,0,0,0,0.00019,0,0,0,0,0,0,0,0.00014,0.00123,0,0,0
"136","k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Bifidobacteriales|f__Bifidobacteriaceae|g__Bifidobacterium|s__Bifidobacterium_animalis|t__Bifidobacterium_animalis_unclassified",0,0.00051,0,0,0,0.00851,0,0,0.07427,0,0,0,0,0,0,0,0.00019,0,0,0,0,0,0,0,0.00014,0.00123,0,0,0
"137","k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Bifidobacteriales|f__Bifidobacteriaceae|g__Bifidobacterium|s__Bifidobacterium_asteroides",1e-04,0,0,6e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"138","k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Bifidobacteriales|f__Bifidobacteriaceae|g__Bifidobacterium|s__Bifidobacterium_asteroides|t__GCF_000304215",1e-04,0,0,6e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"139","k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Bifidobacteriales|f__Bifidobacteriaceae|g__Bifidobacterium|s__Bifidobacterium_bifidum",3.15754,0.00377,1.46229,1.16891,0.00113,4.12167,0.00045,0.00332,0.00139,0.00145,0.00069,0.51948,0,0.30525,0.1281,0.00057,0.17311,0.00152,0.00135,0.00022,0.86478,0.00045,0.19272,0.26383,0.00113,0.45181,0.00074,0.00059,0.00029
"140","k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Bifidobacteriales|f__Bifidobacteriaceae|g__Bifidobacterium|s__Bifidobacterium_bifidum|t__Bifidobacterium_bifidum_unclassified",3.15754,0.00377,1.46229,1.16891,0.00113,4.12167,0.00045,0.00332,0.00139,0.00145,0.00069,0.51948,0,0.30525,0.1281,0.00057,0.17311,0.00152,0.00135,0.00022,0.86478,0.00045,0.19272,0.26383,0.00113,0.45181,0.00074,0.00059,0.00029
"141","k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Bifidobacteriales|f__Bifidobacteriaceae|g__Bifidobacterium|s__Bifidobacterium_breve",0.00116,0.03016,0.0013,6e-04,0.00064,0.00164,0,0,0.00185,0.00195,0,6e-05,0.00172,0.00033,1e-04,0,0.00021,3e-04,0.00065,0,0.00017,0.00121,0,0.00027,0.00052,0.00012,0,7e-05,0
"142","k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Bifidobacteriales|f__Bifidobacteriaceae|g__Bifidobacterium|s__Bifidobacterium_breve|t__Bifidobacterium_breve_unclassified",0.00116,0.03016,0.0013,6e-04,0.00064,0.00164,0,0,0.00185,0.00195,0,6e-05,0.00172,0.00033,1e-04,0,0.00021,3e-04,0.00065,0,0.00017,0.00121,0,0.00027,0.00052,0.00012,0,7e-05,0
"143","k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Bifidobacteriales|f__Bifidobacteriaceae|g__Bifidobacterium|s__Bifidobacterium_catenulatum",0.01523,2.95914,0.41893,0.07258,0.01442,0.4297,0.00168,0.00502,0.00313,0.04984,0,0.00186,0.26961,0.03989,0.00395,0.00486,0.01457,0.00154,6e-04,0,0.00429,0.21928,0.02449,0.00807,0.00321,0.04666,0.00013,0.00078,0
"144","k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Bifidobacteriales|f__Bifidobacteriaceae|g__Bifidobacterium|s__Bifidobacterium_catenulatum|t__GCF_000173455",0.01523,2.95914,0.41893,0.07258,0.01442,0.4297,0.00168,0.00502,0.00313,0.04984,0,0.00186,0.26961,0.03989,0.00395,0.00486,0.01457,0.00154,6e-04,0,0.00429,0.21928,0.02449,0.00807,0.00321,0.04666,0.00013,0.00078,0
"145","k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Bifidobacteriales|f__Bifidobacteriaceae|g__Bifidobacterium|s__Bifidobacterium_dentium",3e-04,0.00062,0.00294,0.00514,0.00595,0.01338,0.00636,0,0.00273,0.00083,0,0.00014,0,0.00074,0.00048,0.00044,0.00035,0.00058,0,0,0,0,0.00015,0.00142,0.00086,0.00097,0.00085,8e-05,0
"146","k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Bifidobacteriales|f__Bifidobacteriaceae|g__Bifidobacterium|s__Bifidobacterium_dentium|t__Bifidobacterium_dentium_unclassified",3e-04,0.00062,0.00294,0.00514,0.00595,0.01338,0.00636,0,0.00273,0.00083,0,0.00014,0,0.00074,0.00048,0.00044,0.00035,0.00058,0,0,0,0,0.00015,0.00142,0.00086,0.00097,0.00085,8e-05,0
"147","k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Bifidobacteriales|f__Bifidobacteriaceae|g__Bifidobacterium|s__Bifidobacterium_gallicum",0,0.00024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"148","k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Bifidobacteriales|f__Bifidobacteriaceae|g__Bifidobacterium|s__Bifidobacterium_gallicum|t__GCF_000173375",0,0.00024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"149","k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Bifidobacteriales|f__Bifidobacteriaceae|g__Bifidobacterium|s__Bifidobacterium_longum",2.36808,5.29772,1.80535,4.74462,2.14218,3.72711,0.00159,0.33173,2.59832,2.8657,0.00135,0.21627,0.24953,0.15941,0.66807,0.19007,0.1433,0.00436,0.03728,0.00059,0.37059,0.293,0.0604,1.06952,0.70336,0.43079,0.00131,0.06188,0.00044
"150","k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Bifidobacteriales|f__Bifidobacteriaceae|g__Bifidobacterium|s__Bifidobacterium_longum|t__Bifidobacterium_longum_unclassified",1.34977,5.29772,1.80535,4.74462,2.14218,3.72711,0.00159,0.33173,2.59832,2.8657,0.00135,0.05728,0.24953,0.15941,0.66807,0.19007,0.1433,0.00436,0.03728,0.00059,0.14105,0.293,0.0604,1.06952,0.70336,0.43079,0.00131,0.06188,0.00044
"151","k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Bifidobacteriales|f__Bifidobacteriaceae|g__Bifidobacterium|s__Bifidobacterium_longum|t__GCF_000497735",1.01831,0,0,0,0,0,0,0,0,0,0,0.15899,0,0,0,0,0,0,0,0,0.22954,0,0,0,0,0,0,0,0
"152","k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Bifidobacteriales|f__Bifidobacteriaceae|g__Bifidobacterium|s__Bifidobacterium_minimum",0.00028,0,0,0,0,0,0,0,0.00011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"153","k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Bifidobacteriales|f__Bifidobacteriaceae|g__Bifidobacterium|s__Bifidobacterium_minimum|t__GCF_000421685",0.00028,0,0,0,0,0,0,0,0.00011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"154","k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Bifidobacteriales|f__Bifidobacteriaceae|g__Bifidobacterium|s__Bifidobacterium_pseudocatenulatum",0.02195,0.65923,0.01506,0.00032,0.01241,2.41083,0.00025,0.11257,7e-04,0.34488,5e-05,0.00128,0.0479,0.00287,7e-05,0.00457,0.05752,0.00108,0.01186,0,0.00936,0.06659,0.00107,3e-04,0.00266,0.27665,5e-05,0.03223,0
"155","k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Bifidobacteriales|f__Bifidobacteriaceae|g__Bifidobacterium|s__Bifidobacterium_pseudocatenulatum|t__GCF_000173435",0.02195,0.65923,0.01506,0.00032,0.01241,2.41083,0.00025,0.11257,7e-04,0.34488,5e-05,0.00128,0.0479,0.00287,7e-05,0.00457,0.05752,0.00108,0.01186,0,0.00936,0.06659,0.00107,3e-04,0.00266,0.27665,5e-05,0.03223,0
"156","k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Bifidobacteriales|f__Bifidobacteriaceae|g__Bifidobacterium|s__Bifidobacterium_pseudolongum",0.00028,0,0,8e-05,0,0,0,0,0,0,0,0,0,9e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"157","k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Bifidobacteriales|f__Bifidobacteriaceae|g__Bifidobacterium|s__Bifidobacterium_pseudolongum|t__GCF_000421365",0.00028,0,0,8e-05,0,0,0,0,0,0,0,0,0,9e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"158","k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Bifidobacteriales|f__Bifidobacteriaceae|g__Bifidobacterium|s__Bifidobacterium_thermophilum",0.00014,0,0,0.00119,0,0,0.00019,0.0041,1e-04,0,7e-05,0,0,0,6e-05,0,0,0,0.00093,0,0,0,0,0.00011,8e-05,0,0,0.00093,0
"159","k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Bifidobacteriales|f__Bifidobacteriaceae|g__Bifidobacterium|s__Bifidobacterium_thermophilum|t__GCF_000347695",0.00014,0,0,0.00119,0,0,0.00019,0.0041,1e-04,0,7e-05,0,0,0,6e-05,0,0,0,0.00093,0,0,0,0,0.00011,8e-05,0,0,0.00093,0
"160","k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Bifidobacteriales|f__Bifidobacteriaceae|g__Gardnerella",0.00055,0.00141,0.00022,0.00043,0.00033,0.00119,0,0,0.00062,0.00064,0,6e-05,0.00047,0,6e-05,9e-05,0,7e-05,6e-05,0,0.00026,0.00019,5e-05,0,3e-04,0.00019,0,0,2e-05
"161","k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Bifidobacteriales|f__Bifidobacteriaceae|g__Gardnerella|s__Gardnerella_vaginalis",0.00055,0.00141,0.00022,0.00043,0.00033,0.00119,0,0,0.00062,0.00064,0,6e-05,0.00047,0,6e-05,9e-05,0,7e-05,6e-05,0,0.00026,0.00019,5e-05,0,3e-04,0.00019,0,0,2e-05
